instance,lb,ub
g5510.col,2,2
g5511.col,2,2
g5512.col,2,2
g5513.col,2,2
g5514.col,2,2
g5515.col,2,2
g5516.col,2,2
g5517.col,2,2
g5518.col,2,2
g5519.col,2,2
g5520.col,2,2
g5521.col,2,2
g5522.col,2,2
g5523.col,2,2
g5524.col,2,2
g5525.col,2,2
g5526.col,2,2
g5527.col,2,2
g5528.col,2,2
g5529.col,2,2
g5530.col,2,2
g5531.col,2,2
g5532.col,2,2
g5533.col,2,2
g5534.col,2,2
g5535.col,2,2
g5536.col,2,2
g5537.col,2,2
g5538.col,2,2
g5539.col,2,2
g5540.col,2,2
g5541.col,2,2
g5542.col,2,2
g5543.col,2,2
g5544.col,2,2
g5545.col,2,2
g5546.col,2,2
g5547.col,2,2
g5548.col,2,2
g5549.col,2,2
g5550.col,2,2
g5551.col,2,2
g5552.col,2,2
g5553.col,2,2
g5554.col,2,2
g5555.col,2,2
g5556.col,2,2
g5557.col,2,2
g5558.col,2,2
g5559.col,2,2
g5560.col,2,2
g5561.col,2,2
g5562.col,2,2
g5563.col,2,2
g5564.col,2,2
g5565.col,2,2
g5566.col,2,2
g5567.col,2,2
g5568.col,2,2
g5569.col,2,2
g5570.col,2,2
g5571.col,2,2
g5572.col,2,2
g5573.col,2,2
g5574.col,2,2
g5575.col,2,2
g5576.col,2,2
g5577.col,2,2
g5578.col,2,2
g5579.col,2,2
g5580.col,2,2
g5581.col,2,2
g5582.col,2,2
g5583.col,3,3
g5584.col,2,2
g5585.col,2,2
g5586.col,2,2
g5587.col,3,3
g5588.col,2,2
g5589.col,2,2
g5590.col,3,3
g5591.col,3,3
g5592.col,2,2
g5593.col,2,2
g5594.col,2,2
g5595.col,2,2
g5596.col,2,2
g5597.col,2,2
g5598.col,2,2
g5599.col,2,2
g5600.col,2,2
g5601.col,2,2
g5602.col,2,2
g5603.col,2,2
g5604.col,2,2
g5605.col,2,2
g5606.col,2,2
g5607.col,2,2
g5608.col,2,2
g5609.col,2,2
g5610.col,2,2
g5611.col,2,2
g5612.col,2,2
g5613.col,2,2
g5614.col,2,2
g5615.col,2,2
g5616.col,2,2
g5617.col,3,3
g5618.col,2,2
g5619.col,3,3
g5620.col,3,3
g5621.col,3,3
g5622.col,3,3
g5623.col,2,2
g5624.col,2,2
g5625.col,2,2
g5626.col,3,3
g5627.col,3,3
g5628.col,2,2
g5629.col,2,2
g5630.col,2,2
g5631.col,3,3
g5632.col,3,3
g5633.col,3,3
g5634.col,3,3
g5635.col,2,2
g5636.col,2,2
g5637.col,2,2
g5638.col,2,2
g5639.col,2,2
g5640.col,2,2
g5641.col,2,2
g5642.col,2,2
g5643.col,2,2
g5644.col,2,2
g5645.col,2,2
g5646.col,2,2
g5647.col,2,2
g5648.col,2,2
g5649.col,2,2
g5650.col,3,3
g5651.col,3,3
g5652.col,3,3
g5653.col,3,3
g5654.col,3,3
g5655.col,3,3
g5656.col,3,3
g5657.col,3,3
g5658.col,3,3
g5659.col,3,3
g5660.col,3,3
g5661.col,3,3
g5662.col,3,3
g5663.col,3,3
g5664.col,3,3
g5665.col,4,4
g5666.col,3,3
g5667.col,3,3
g5668.col,3,3
g5669.col,3,3
g5670.col,3,3
g5671.col,3,3
g5672.col,3,3
g5673.col,3,3
g5674.col,4,4
g5675.col,4,4
g5676.col,4,4
g5677.col,4,4
g5678.col,4,4
g5679.col,3,3
g5680.col,3,3
g5681.col,3,3
g5682.col,3,3
g5683.col,3,3
g5684.col,4,4
g5685.col,4,4
g5686.col,4,4
g5687.col,4,4
g5688.col,3,3
g5689.col,3,3
g5690.col,3,3
g5691.col,3,3
g5692.col,3,3
g5693.col,3,3
g5694.col,3,3
g5695.col,3,3
g5696.col,4,4
g5697.col,3,3
g5698.col,3,3
g5699.col,3,3
g5700.col,3,3
g5701.col,3,3
g5702.col,4,4
g5703.col,3,3
g5704.col,3,3
g5705.col,3,3
g5706.col,4,4
g5707.col,3,3
g5708.col,4,4
g5709.col,3,3
g5710.col,3,3
g5711.col,3,3
g5712.col,3,3
g5713.col,3,3
g5714.col,3,3
g5715.col,3,3
g5716.col,3,3
g5717.col,3,3
g5718.col,3,3
g5719.col,3,3
g5720.col,3,3
g5721.col,3,3
g5722.col,3,3
g5723.col,3,3
g5724.col,3,3
g5725.col,3,3
g5726.col,3,3
g5727.col,3,3
g5728.col,3,3
g5729.col,3,3
g5730.col,3,3
g5731.col,3,3
g5732.col,3,3
g5733.col,3,3
g5734.col,3,3
g5735.col,3,3
g5736.col,3,3
g5737.col,3,3
g5738.col,3,3
g5739.col,3,3
g5740.col,3,3
g5741.col,3,3
g5742.col,3,3
g5743.col,3,3
g5744.col,3,3
g5745.col,3,3
g5746.col,3,3
g5747.col,3,3
g5748.col,3,3
g5749.col,3,3
g5750.col,3,3
g5751.col,3,3
g5752.col,3,3
g5753.col,3,3
g5754.col,3,3
g5755.col,3,3
g5756.col,3,3
g5757.col,3,3
g5758.col,3,3
g5759.col,4,4
g5760.col,4,4
g5761.col,4,4
g5762.col,5,5
g5763.col,4,4
g5764.col,4,4
g5765.col,4,4
g5766.col,4,4
g5767.col,5,5
g5768.col,4,4
g5769.col,4,4
g5770.col,4,4
g5771.col,4,4
g5772.col,5,5
g5773.col,4,4
g5774.col,4,4
g5775.col,5,5
g5776.col,5,5
g5777.col,5,5
g5778.col,5,5
g5779.col,4,4
g5780.col,4,4
g5781.col,5,5
g5782.col,5,5
g5783.col,5,5
g5784.col,5,5
g5785.col,4,4
g5786.col,5,5
g5787.col,5,5
g5788.col,5,5
g5789.col,5,5
g5790.col,5,5
g5791.col,5,5
g5792.col,4,4
g5793.col,5,5
g5794.col,5,5
g5795.col,5,5
g5796.col,4,4
g5797.col,4,4
g5798.col,4,4
g5799.col,4,4
g5800.col,5,5
g5801.col,5,5
g5802.col,5,5
g5803.col,5,5
g5804.col,5,5
g5805.col,5,5
g5806.col,5,5
g5807.col,4,4
g5808.col,5,5
g5809.col,2,2
g5810.col,2,2
g5811.col,2,2
g5812.col,2,2
g5813.col,2,2
g5814.col,2,2
g5815.col,2,2
g5816.col,2,2
g5817.col,2,2
g5818.col,2,2
g5819.col,2,2
g5820.col,2,2
g5821.col,2,2
g5822.col,2,2
g5823.col,2,2
g5824.col,2,2
g5825.col,3,3
g5826.col,2,2
g5827.col,2,2
g5828.col,2,2
g5829.col,2,2
g5830.col,2,2
g5831.col,2,2
g5832.col,2,2
g5833.col,2,2
g5834.col,2,2
g5835.col,2,2
g5836.col,2,2
g5837.col,2,2
g5838.col,2,2
g5839.col,2,2
g5840.col,2,2
g5841.col,2,2
g5842.col,2,2
g5843.col,2,2
g5844.col,2,2
g5845.col,2,2
g5846.col,2,2
g5847.col,2,2
g5848.col,2,2
g5849.col,2,2
g5850.col,2,2
g5851.col,2,2
g5852.col,2,2
g5853.col,2,2
g5854.col,2,2
g5855.col,2,2
g5856.col,2,2
g5857.col,2,2
g5858.col,2,2
g5859.col,2,2
g5860.col,2,2
g5861.col,2,2
g5862.col,3,3
g5863.col,2,2
g5864.col,2,2
g5865.col,2,2
g5866.col,2,2
g5867.col,2,2
g5868.col,2,2
g5869.col,2,2
g5870.col,2,2
g5871.col,2,2
g5872.col,2,2
g5873.col,2,2
g5874.col,2,2
g5875.col,2,2
g5876.col,2,2
g5877.col,2,2
g5878.col,2,2
g5879.col,2,2
g5880.col,2,2
g5881.col,2,2
g5882.col,2,2
g5883.col,2,2
g5884.col,2,2
g5885.col,2,2
g5886.col,2,2
g5887.col,2,2
g5888.col,2,2
g5889.col,2,2
g5890.col,2,2
g5891.col,2,2
g5892.col,2,2
g5893.col,2,2
g5894.col,2,2
g5895.col,2,2
g5896.col,2,2
g5897.col,2,2
g5898.col,2,2
g5899.col,2,2
g5900.col,2,2
g5901.col,2,2
g5902.col,2,2
g5903.col,2,2
g5904.col,2,2
g5905.col,2,2
g5906.col,2,2
g5907.col,2,2
g5908.col,2,2
g5909.col,2,2
g5910.col,2,2
g5911.col,2,2
g5912.col,2,2
g5913.col,2,2
g5914.col,2,2
g5915.col,2,2
g5916.col,2,2
g5917.col,2,2
g5918.col,2,2
g5919.col,2,2
g5920.col,2,2
g5921.col,2,2
g5922.col,2,2
g5923.col,2,2
g5924.col,2,2
g5925.col,2,2
g5926.col,2,2
g5927.col,2,2
g5928.col,2,2
g5929.col,2,2
g5930.col,2,2
g5931.col,2,2
g5932.col,2,2
g5933.col,2,2
g5934.col,2,2
g5935.col,2,2
g5936.col,2,2
g5937.col,2,2
g5938.col,2,2
g5939.col,2,2
g5940.col,2,2
g5941.col,2,2
g5942.col,2,2
g5943.col,2,2
g5944.col,2,2
g5945.col,2,2
g5946.col,2,2
g5947.col,2,2
g5948.col,3,3
g5949.col,2,2
g5950.col,2,2
g5951.col,2,2
g5952.col,2,2
g5953.col,2,2
g5954.col,2,2
g5955.col,2,2
g5956.col,2,2
g5957.col,2,2
g5958.col,2,2
g5959.col,2,2
g5960.col,2,2
g5961.col,2,2
g5962.col,2,2
g5963.col,2,2
g5964.col,2,2
g5965.col,2,2
g5966.col,2,2
g5967.col,2,2
g5968.col,2,2
g5969.col,2,2
g5970.col,2,2
g5971.col,2,2
g5972.col,2,2
g5973.col,2,2
g5974.col,2,2
g5975.col,2,2
g5976.col,2,2
g5977.col,2,2
g5978.col,2,2
g5979.col,2,2
g5980.col,2,2
g5981.col,2,2
g5982.col,2,2
g5983.col,2,2
g5984.col,2,2
g5985.col,2,2
g5986.col,2,2
g5987.col,2,2
g5988.col,2,2
g5989.col,2,2
g5990.col,2,2
g5991.col,2,2
g5992.col,2,2
g5993.col,2,2
g5994.col,2,2
g5995.col,2,2
g5996.col,2,2
g5997.col,2,2
g5998.col,2,2
g5999.col,11,11
g6000.col,10,10
g6001.col,10,10
g6002.col,11,11
g6003.col,11,11
g6004.col,11,11
g6005.col,14,14
g6006.col,11,11
g6007.col,12,12
g6008.col,14,14
g6009.col,48,48
g6010.col,46,46
g6011.col,46,46
g6012.col,46,46
g6013.col,47,47
g6014.col,45,45
g6015.col,45,45
g6016.col,46,46
g6017.col,45,45
g6018.col,44,44
g6019.col,2,2
g6020.col,2,2
g6021.col,3,3
g6022.col,3,3
g6023.col,3,3
g6024.col,2,2
g6025.col,2,2
g6026.col,3,3
g6027.col,3,3
g6028.col,3,3
g6030.col,2,2
g6031.col,2,2
g6032.col,2,2
g6033.col,2,2
g6034.col,2,2
g6035.col,2,2
g6036.col,2,2
g6037.col,2,2
g6038.col,2,2
g6039.col,2,2
g6040.col,2,2
g6041.col,2,2
g6042.col,2,2
g6043.col,2,2
g6044.col,2,2
g6045.col,2,2
g6046.col,2,2
g6047.col,2,2
g6048.col,2,2
g6049.col,2,2
g6050.col,2,2
g6051.col,2,2
g6052.col,2,2
g6053.col,2,2
g6054.col,2,2
g6055.col,2,2
g6056.col,2,2
g6057.col,2,2
g6058.col,2,2
g6059.col,2,2
g6060.col,2,2
g6061.col,2,2
g6062.col,2,2
g6063.col,2,2
g6064.col,2,2
g6065.col,2,2
g6066.col,2,2
g6067.col,2,2
g6068.col,3,3
g6069.col,3,3
g6070.col,3,3
g6071.col,3,3
g6072.col,3,3
g6073.col,3,3
g6074.col,3,3
g6075.col,3,3
g6076.col,3,3
g6077.col,3,3
g6078.col,3,3
g6079.col,3,3
g6080.col,3,3
g6081.col,3,3
g6082.col,3,3
g6083.col,3,3
g6084.col,3,3
g6085.col,3,3
g6086.col,3,3
g6087.col,3,3
g6088.col,3,3
g6089.col,4,4
g6090.col,4,4
g6091.col,4,4
g6092.col,4,4
g6093.col,4,4
g6094.col,4,4
g6095.col,4,4
g6096.col,4,4
g6097.col,4,4
g6098.col,4,4
g6099.col,5,5
g6100.col,5,5
g6101.col,5,5
g6102.col,5,5
g6103.col,5,5
g6104.col,5,5
g6105.col,5,5
g6106.col,5,5
g6107.col,5,5
g6108.col,5,5
g6109.col,7,7
g6110.col,7,7
g6111.col,7,7
g6112.col,7,7
g6113.col,7,7
g6114.col,7,7
g6115.col,7,7
g6116.col,7,7
g6117.col,7,7
g6118.col,7,7
g6119.col,18,18
g6120.col,18,18
g6121.col,18,18
g6122.col,18,18
g6123.col,18,18
g6124.col,19,19
g6125.col,17,17
g6126.col,17,17
g6127.col,19,19
g6128.col,20,20
g6129.col,67,67
g6130.col,67,67
g6131.col,67,67
g6132.col,68,68
g6133.col,68,68
g6134.col,68,68
g6135.col,68,68
g6136.col,68,68
g6137.col,68,68
g6138.col,68,68
g6139.col,0,0
g6140.col,2,2
g6141.col,2,2
g6142.col,2,2
g6143.col,2,2
g6144.col,2,2
g6145.col,2,2
g6146.col,2,2
g6147.col,2,2
g6148.col,2,2
g6149.col,4,4
g6150.col,4,4
g6151.col,4,4
g6152.col,4,4
g6153.col,4,4
g6154.col,4,4
g6155.col,4,4
g6156.col,4,4
g6157.col,4,4
g6158.col,4,4
g6159.col,4,4
g6160.col,4,4
g6161.col,4,4
g6162.col,4,4
g6163.col,4,4
g6164.col,4,4
g6165.col,4,4
g6166.col,4,4
g6167.col,4,4
g6168.col,4,4
g6169.col,5,6
g6170.col,5,5
g6171.col,5,6
g6172.col,0,0
g6173.col,5,6
g6174.col,5,6
g6175.col,5,6
g6176.col,5,6
g6177.col,5,5
g6178.col,5,6
g6179.col,6,7
g6180.col,6,7
g6181.col,6,7
g6182.col,6,7
g6183.col,6,7
g6184.col,6,7
g6185.col,6,7
g6186.col,6,7
g6187.col,6,7
g6188.col,6,7
g6189.col,8,8
g6190.col,8,8
g6191.col,8,8
g6192.col,8,8
g6193.col,8,8
g6194.col,8,8
g6195.col,8,8
g6196.col,8,8
g6197.col,8,8
g6198.col,8,8
g6199.col,9,10
g6200.col,9,10
g6201.col,9,10
g6202.col,9,10
g6203.col,9,10
g6204.col,9,10
g6205.col,9,10
g6206.col,9,10
g6207.col,9,10
g6208.col,9,10
g6209.col,10,11
g6210.col,10,11
g6211.col,10,11
g6212.col,10,11
g6213.col,0,0
g6214.col,10,11
g6215.col,10,11
g6216.col,10,11
g6217.col,10,11
g6218.col,10,11
g6219.col,4,4
g6220.col,4,4
g6221.col,4,4
g6222.col,4,4
g6223.col,4,4
g6224.col,4,4
g6225.col,4,4
g6226.col,4,4
g6227.col,4,4
g6228.col,4,4
g6229.col,4,4
g6230.col,4,4
g6231.col,4,4
g6232.col,4,4
g6233.col,4,4
g6234.col,4,4
g6235.col,4,4
g6236.col,4,4
g6237.col,4,4
g6238.col,4,4
g6239.col,3,3
g6240.col,4,4
g6241.col,4,4
g6242.col,4,4
g6243.col,4,4
g6244.col,4,4
g6245.col,4,4
g6246.col,4,4
g6247.col,4,4
g6248.col,4,4
g6249.col,4,4
g6250.col,4,4
g6251.col,4,4
g6252.col,4,4
g6253.col,4,4
g6254.col,4,4
g6255.col,4,4
g6256.col,4,4
g6257.col,4,4
g6258.col,4,4
g6259.col,4,4
g6260.col,4,4
g6261.col,6,6
g6262.col,5,5
g6263.col,5,5
g6264.col,6,6
g6265.col,5,5
g6266.col,5,5
g6267.col,5,5
g6268.col,5,5
g6269.col,5,5
g6270.col,6,6
g6271.col,5,6
g6272.col,5,5
g6273.col,5,5
g6274.col,5,6
g6275.col,5,5
g6276.col,5,5
g6277.col,5,5
g6278.col,5,5
g6279.col,10,11
g6280.col,10,10
g6281.col,10,10
g6282.col,10,10
g6283.col,10,10
g6284.col,10,10
g6285.col,10,10
g6286.col,10,11
g6287.col,10,10
g6288.col,10,10
g6289.col,10,10
g6290.col,10,10
g6291.col,10,10
g6292.col,10,10
g6293.col,10,10
g6294.col,10,10
g6295.col,10,11
g6296.col,10,11
g6297.col,10,10
g6298.col,10,10
g6299.col,15,15
g6300.col,15,15
g6301.col,14,16
g6302.col,15,15
g6303.col,15,15
g6304.col,15,15
g6305.col,15,15
g6306.col,15,15
g6307.col,15,15
g6308.col,15,15
g6309.col,15,15
g6310.col,15,15
g6311.col,15,15
g6312.col,15,15
g6313.col,15,15
g6314.col,15,15
g6315.col,15,15
g6316.col,15,15
g6317.col,15,15
g6318.col,15,15
g6319.col,18,19
g6320.col,19,19
g6321.col,18,18
g6322.col,18,18
g6323.col,19,19
g6324.col,19,19
g6325.col,19,19
g6326.col,18,18
g6327.col,19,19
g6328.col,19,19
g6329.col,18,18
g6330.col,18,18
g6331.col,18,18
g6332.col,19,19
g6333.col,19,19
g6334.col,19,19
g6335.col,18,18
g6336.col,18,18
g6337.col,18,18
g6338.col,19,19
g6339.col,21,21
g6340.col,22,22
g6341.col,22,22
g6342.col,22,22
g6343.col,22,22
g6344.col,22,22
g6345.col,22,22
g6346.col,22,22
g6347.col,21,21
g6348.col,22,22
g6349.col,22,22
g6350.col,22,22
g6351.col,21,21
g6352.col,22,22
g6353.col,22,22
g6354.col,22,22
g6355.col,22,22
g6356.col,22,22
g6357.col,22,22
g6358.col,22,22
g6359.col,26,26
g6360.col,26,26
g6361.col,26,26
g6362.col,26,26
g6363.col,26,26
g6364.col,26,26
g6365.col,26,26
g6366.col,26,26
g6367.col,26,26
g6368.col,26,26
g6369.col,25,25
g6370.col,26,26
g6371.col,26,26
g6372.col,26,26
g6373.col,26,26
g6374.col,26,26
g6375.col,26,26
g6376.col,26,26
g6377.col,26,26
g6378.col,26,26
g6379.col,53,53
g6380.col,54,54
g6381.col,53,53
g6382.col,53,53
g6383.col,54,54
g6384.col,54,54
g6385.col,52,52
g6386.col,52,52
g6387.col,53,53
g6388.col,54,54
g6389.col,54,54
g6390.col,53,53
g6391.col,53,53
g6392.col,53,53
g6393.col,53,53
g6394.col,53,53
g6395.col,54,54
g6396.col,53,53
g6397.col,53,53
g6398.col,54,54
g6399.col,58,58
g6400.col,58,58
g6401.col,58,58
g6402.col,58,58
g6403.col,58,58
g6404.col,58,58
g6405.col,58,58
g6406.col,57,57
g6407.col,58,58
g6408.col,58,58
g6409.col,58,58
g6410.col,58,58
g6411.col,58,58
g6412.col,58,58
g6413.col,58,58
g6414.col,58,58
g6415.col,58,58
g6416.col,58,58
g6417.col,58,58
g6418.col,58,58
g6419.col,5,6
g6420.col,5,5
g6421.col,5,6
g6422.col,5,6
g6423.col,5,5
g6424.col,5,6
g6425.col,5,6
g6426.col,5,6
g6427.col,5,6
g6428.col,5,6
g6429.col,5,5
g6430.col,5,6
g6431.col,5,5
g6432.col,5,5
g6433.col,5,6
g6434.col,5,6
g6435.col,5,6
g6436.col,5,5
g6437.col,5,6
g6438.col,5,5
g6439.col,6,6
g6440.col,5,5
g6441.col,5,5
g6442.col,6,6
g6443.col,5,5
g6444.col,5,5
g6445.col,5,5
g6446.col,6,6
g6447.col,6,6
g6448.col,5,5
g6449.col,5,5
g6450.col,6,6
g6451.col,6,6
g6452.col,6,6
g6453.col,6,6
g6454.col,5,5
g6455.col,6,6
g6456.col,5,5
g6457.col,5,5
g6458.col,5,5
g6459.col,10,11
g6460.col,3,3
g6461.col,3,3
g6462.col,3,3
g6463.col,3,3
g6464.col,3,3
g6465.col,3,3
g6466.col,3,3
g6467.col,3,3
g6468.col,3,3
g6469.col,3,3
g6470.col,3,3
g6471.col,3,3
g6472.col,3,3
g6473.col,3,3
g6474.col,3,3
g6475.col,3,3
g6476.col,3,3
g6477.col,3,3
g6478.col,3,3
g6479.col,4,4
g6480.col,4,4
g6481.col,4,4
g6482.col,4,4
g6483.col,4,4
g6484.col,4,4
g6485.col,4,4
g6486.col,4,4
g6487.col,4,4
g6488.col,4,4
g6489.col,4,4
g6490.col,4,4
g6491.col,4,4
g6492.col,4,4
g6493.col,4,4
g6494.col,4,4
g6495.col,4,4
g6496.col,4,4
g6497.col,4,4
g6498.col,4,4
g6499.col,3,3
g6500.col,4,4
g6501.col,4,4
g6502.col,3,3
g6503.col,4,4
g6504.col,4,4
g6505.col,4,4
g6506.col,3,3
g6507.col,3,3
g6508.col,3,3
g6509.col,3,3
g6510.col,4,4
g6511.col,4,4
g6512.col,3,3
g6513.col,4,4
g6514.col,4,4
g6515.col,4,4
g6516.col,4,4
g6517.col,4,4
g6518.col,4,4
g6519.col,8,8
g6520.col,8,8
g6521.col,8,8
g6522.col,8,8
g6523.col,8,8
g6524.col,8,8
g6525.col,8,8
g6526.col,8,8
g6527.col,8,8
g6528.col,8,8
g6529.col,8,8
g6530.col,8,8
g6531.col,8,8
g6532.col,8,8
g6533.col,8,8
g6534.col,8,8
g6535.col,8,8
g6536.col,8,8
g6537.col,8,8
g6538.col,8,8
g6539.col,23,23
g6540.col,23,23
g6541.col,23,23
g6542.col,23,23
g6543.col,23,23
g6544.col,23,23
g6545.col,23,23
g6546.col,23,23
g6547.col,23,23
g6548.col,23,23
g6549.col,23,23
g6550.col,23,23
g6551.col,23,23
g6552.col,23,23
g6553.col,23,23
g6554.col,23,23
g6555.col,23,23
g6556.col,23,23
g6557.col,23,23
g6558.col,23,23
g6559.col,30,30
g6560.col,30,30
g6561.col,30,30
g6562.col,30,30
g6563.col,30,30
g6564.col,30,30
g6565.col,30,30
g6566.col,30,30
g6567.col,30,30
g6568.col,30,30
g6569.col,30,30
g6570.col,30,30
g6571.col,30,30
g6572.col,30,30
g6573.col,30,30
g6574.col,30,30
g6575.col,30,30
g6576.col,30,30
g6577.col,30,30
g6578.col,30,30
g6579.col,39,39
g6580.col,39,39
g6581.col,39,39
g6582.col,38,38
g6583.col,39,39
g6584.col,39,39
g6585.col,39,39
g6586.col,39,39
g6587.col,39,39
g6588.col,39,39
g6589.col,39,39
g6590.col,39,39
g6591.col,39,39
g6592.col,38,38
g6593.col,39,39
g6594.col,38,38
g6595.col,39,39
g6596.col,39,39
g6597.col,39,39
g6598.col,39,39
g6599.col,68,68
g6600.col,69,69
g6601.col,80,80
g6602.col,80,80
g6603.col,80,80
g6604.col,79,79
g6605.col,80,80
g6606.col,80,80
g6607.col,80,80
g6608.col,80,80
g6609.col,79,79
g6610.col,79,79
g6611.col,79,79
g6612.col,80,80
g6613.col,79,79
g6614.col,80,80
g6615.col,79,79
g6616.col,78,78
g6617.col,79,79
g6618.col,79,79
g6619.col,2,2
g6620.col,2,2
g6621.col,2,2
g6622.col,2,2
g6623.col,2,2
g6624.col,2,2
g6625.col,2,2
g6626.col,2,2
g6627.col,2,2
g6628.col,2,2
g6629.col,2,2
g6630.col,2,2
g6631.col,2,2
g6632.col,2,2
g6633.col,2,2
g6634.col,2,2
g6635.col,2,2
g6636.col,2,2
g6637.col,2,2
g6638.col,2,2
g6639.col,2,2
g6640.col,2,2
g6641.col,2,2
g6642.col,2,2
g6643.col,2,2
g6644.col,2,2
g6645.col,3,3
g6646.col,2,2
g6647.col,2,2
g6648.col,2,2
g6649.col,2,2
g6650.col,2,2
g6651.col,2,2
g6652.col,2,2
g6653.col,2,2
g6654.col,2,2
g6655.col,2,2
g6656.col,2,2
g6657.col,2,2
g6658.col,2,2
g6659.col,2,2
g6660.col,2,2
g6661.col,2,2
g6662.col,2,2
g6663.col,2,2
g6664.col,2,2
g6665.col,2,2
g6666.col,2,2
g6667.col,2,2
g6668.col,2,2
g6669.col,2,2
g6670.col,2,2
g6671.col,3,3
g6672.col,2,2
g6673.col,2,2
g6674.col,2,2
g6675.col,2,2
g6676.col,2,2
g6677.col,2,2
g6678.col,2,2
g6679.col,3,3
g6680.col,3,3
g6681.col,4,4
g6682.col,3,3
g6683.col,3,3
g6684.col,3,3
g6685.col,3,3
g6686.col,3,3
g6687.col,3,3
g6688.col,3,3
g6689.col,3,3
g6690.col,3,3
g6691.col,3,3
g6692.col,3,3
g6693.col,3,3
g6694.col,3,3
g6695.col,3,3
g6696.col,3,3
g6697.col,3,3
g6698.col,3,3
g6699.col,3,3
g6700.col,3,3
g6701.col,3,3
g6702.col,3,3
g6703.col,3,3
g6704.col,3,3
g6705.col,3,3
g6706.col,3,3
g6707.col,3,3
g6708.col,3,3
g6709.col,3,3
g6710.col,3,3
g6711.col,3,3
g6712.col,3,3
g6713.col,3,3
g6714.col,3,3
g6715.col,3,3
g6716.col,3,3
g6717.col,3,3
g6718.col,3,3
g6719.col,4,4
g6720.col,4,4
g6721.col,4,4
g6722.col,4,4
g6723.col,4,4
g6724.col,4,4
g6725.col,4,4
g6726.col,4,4
g6727.col,4,4
g6728.col,4,4
g6729.col,4,4
g6730.col,4,4
g6731.col,4,4
g6732.col,5,5
g6733.col,4,4
g6734.col,4,4
g6735.col,4,4
g6736.col,4,4
g6737.col,4,4
g6738.col,4,4
g6739.col,4,4
g6740.col,4,4
g6741.col,5,5
g6742.col,5,5
g6743.col,4,4
g6744.col,4,4
g6745.col,4,4
g6746.col,4,4
g6747.col,4,4
g6748.col,4,4
g6749.col,4,4
g6750.col,4,4
g6751.col,5,5
g6752.col,5,5
g6753.col,5,5
g6754.col,5,5
g6755.col,5,5
g6756.col,5,5
g6757.col,5,5
g6758.col,5,5
g6759.col,8,8
g6760.col,7,7
g6761.col,7,7
g6762.col,7,7
g6763.col,7,7
g6764.col,7,7
g6765.col,7,7
g6766.col,7,7
g6767.col,7,7
g6768.col,7,7
g6769.col,8,8
g6770.col,7,7
g6771.col,7,7
g6772.col,7,7
g6773.col,7,7
g6774.col,7,7
g6775.col,7,7
g6776.col,7,7
g6777.col,7,7
g6778.col,7,7
g6779.col,14,14
g6780.col,14,14
g6781.col,15,15
g6782.col,14,14
g6783.col,14,14
g6784.col,14,14
g6785.col,14,14
g6786.col,14,14
g6787.col,14,14
g6788.col,14,14
g6789.col,14,14
g6790.col,14,14
g6791.col,14,14
g6792.col,14,14
g6793.col,15,15
g6794.col,15,15
g6795.col,14,14
g6796.col,14,14
g6797.col,14,14
g6798.col,14,14
g6799.col,64,64
g6800.col,65,65
g6801.col,65,65
g6802.col,66,66
g6803.col,66,66
g6804.col,66,66
g6805.col,66,66
g6806.col,66,66
g6807.col,66,66
g6808.col,66,66
g6809.col,66,66
g6810.col,66,66
g6811.col,67,67
g6812.col,67,67
g6813.col,67,67
g6814.col,67,67
g6815.col,67,67
g6816.col,67,67
g6817.col,67,67
g6818.col,67,67
g6819.col,5,5
g6820.col,5,6
g6821.col,5,6
g6822.col,5,5
g6823.col,5,5
g6824.col,0,0
g6825.col,5,5
g6826.col,5,6
g6827.col,5,5
g6828.col,5,6
g6829.col,5,5
g6830.col,5,6
g6831.col,5,5
g6832.col,5,5
g6833.col,5,5
g6834.col,5,6
g6835.col,5,5
g6836.col,5,6
g6837.col,5,5
g6838.col,5,6
g6839.col,8,8
g6840.col,8,8
g6841.col,8,8
g6842.col,8,8
g6843.col,8,8
g6844.col,8,9
g6845.col,8,8
g6846.col,8,8
g6847.col,8,8
g6848.col,8,8
g6849.col,8,8
g6850.col,8,8
g6851.col,8,9
g6852.col,8,8
g6853.col,8,8
g6854.col,8,8
g6855.col,8,8
g6856.col,8,8
g6857.col,8,8
g6858.col,8,9
g6859.col,10,11
g6860.col,10,11
g6861.col,10,11
g6862.col,10,11
g6863.col,10,11
g6864.col,10,11
g6865.col,10,11
g6866.col,10,11
g6867.col,10,11
g6868.col,10,11
g6869.col,10,11
g6870.col,10,11
g6871.col,10,11
g6872.col,10,11
g6873.col,10,11
g6874.col,10,11
g6875.col,10,11
g6876.col,10,11
g6877.col,10,11
g6878.col,10,11
g6879.col,12,13
g6880.col,12,13
g6881.col,12,13
g6882.col,12,13
g6883.col,12,13
g6884.col,12,13
g6885.col,12,13
g6886.col,12,13
g6887.col,12,13
g6888.col,12,13
g6889.col,12,13
g6890.col,12,13
g6891.col,12,13
g6892.col,12,13
g6893.col,12,13
g6894.col,12,13
g6895.col,12,13
g6896.col,12,13
g6897.col,12,13
g6898.col,12,13
g6899.col,15,15
g6900.col,15,15
g6901.col,15,15
g6902.col,14,16
g6903.col,14,16
g6904.col,15,15
g6905.col,15,15
g6906.col,15,15
g6907.col,14,16
g6908.col,15,15
g6909.col,15,15
