instance,nodes,edges,density,min_deg,max_deg,components,components_complement,source,algebraic_connectivity,energy,matilda_maxis,matilda_dsatur,lb,ub
g0168.col,100.0,2816.0,0.568889,25.0,88.0,1.0,1.0,matilda,24.8889,3.14785,17.0,10.0,10,10
g0169.col,100.0,875.0,0.176768,6.0,41.0,1.0,1.0,matilda,5.3894,3.12098,8.0,7.0,6,7
g0170.col,100.0,2459.0,0.496768,18.0,78.0,1.0,1.0,matilda,16.9993,4.25927,17.0,17.0,15,15
g0171.col,100.0,1406.0,0.28404,13.0,54.0,1.0,1.0,matilda,10.3085,3.70206,9.0,9.0,8,8
g0172.col,100.0,1884.0,0.380606,12.0,73.0,1.0,1.0,matilda,11.4773,3.60317,13.0,9.0,9,9
g0173.col,100.0,1782.0,0.36,13.0,72.0,1.0,1.0,matilda,12.5251,3.42981,11.0,9.0,8,8
g0174.col,100.0,2067.0,0.417576,14.0,77.0,1.0,1.0,matilda,13.7548,3.52818,13.0,11.0,10,10
g0175.col,100.0,1569.0,0.31697,9.0,66.0,1.0,1.0,matilda,8.8279,3.39435,10.0,9.0,8,8
g0176.col,100.0,1837.0,0.371111,6.0,57.0,1.0,1.0,matilda,5.8604,3.22341,11.0,9.0,7,7
g0177.col,100.0,1807.0,0.365051,11.0,64.0,1.0,1.0,matilda,10.418,3.26053,9.0,7.0,7,7
g0178.col,100.0,1846.0,0.372929,11.0,76.0,1.0,1.0,matilda,10.6774,3.05155,9.0,8.0,8,8
g0179.col,100.0,1789.0,0.361414,14.0,67.0,1.0,1.0,matilda,13.5254,3.32337,11.0,9.0,8,8
g0180.col,100.0,1709.0,0.345253,12.0,68.0,1.0,1.0,matilda,11.6113,2.97329,9.0,8.0,7,7
g0181.col,100.0,1964.0,0.396768,22.0,63.0,1.0,1.0,matilda,15.5999,2.77472,10.0,8.0,7,7
g0182.col,100.0,3219.0,0.650303,29.0,84.0,1.0,1.0,matilda,28.2093,4.04401,28.0,25.0,23,23
g0183.col,100.0,4159.0,0.840202,58.0,95.0,1.0,1.0,matilda,56.4449,3.417,40.0,40.0,38,38
g0184.col,100.0,2301.0,0.464848,7.0,79.0,1.0,1.0,matilda,6.904,2.5971,9.0,7.0,7,7
g0185.col,100.0,1652.0,0.333737,7.0,64.0,1.0,1.0,matilda,5.7603,2.61009,8.0,7.0,7,7
g0186.col,100.0,1566.0,0.316364,1.0,49.0,1.0,1.0,matilda,0.9737,2.91667,8.0,8.0,7,7
g0187.col,100.0,1833.0,0.370303,15.0,71.0,1.0,1.0,matilda,13.9563,2.97697,8.0,8.0,7,7
g0188.col,100.0,1937.0,0.391313,21.0,83.0,1.0,1.0,matilda,17.5945,2.9939,9.0,8.0,8,8
g0189.col,100.0,1451.0,0.293131,6.0,66.0,1.0,1.0,matilda,3.4486,2.86934,10.0,7.0,7,7
g0190.col,100.0,1864.0,0.376566,12.0,66.0,1.0,1.0,matilda,9.8163,3.0043,10.0,8.0,7,7
g0191.col,100.0,1616.0,0.326465,6.0,73.0,1.0,1.0,matilda,5.9553,2.75572,9.0,7.0,7,7
g0192.col,100.0,1796.0,0.362828,13.0,66.0,1.0,1.0,matilda,12.4808,2.86624,11.0,9.0,8,8
g0193.col,100.0,1623.0,0.327879,11.0,60.0,1.0,1.0,matilda,9.9313,2.78625,9.0,6.0,6,6
g0194.col,100.0,1855.0,0.374747,13.0,75.0,1.0,1.0,matilda,12.1895,2.86868,9.0,8.0,7,7
g0195.col,100.0,1745.0,0.352525,11.0,63.0,1.0,1.0,matilda,10.7858,2.85005,11.0,9.0,8,8
g0196.col,100.0,1723.0,0.348081,9.0,71.0,1.0,1.0,matilda,8.8303,2.81653,11.0,8.0,8,8
g0197.col,100.0,1928.0,0.389495,13.0,73.0,1.0,1.0,matilda,12.1188,2.92953,10.0,8.0,8,8
g0198.col,100.0,1770.0,0.357576,9.0,68.0,1.0,1.0,matilda,8.7557,2.87137,10.0,7.0,7,7
g0199.col,100.0,1656.0,0.334545,11.0,61.0,1.0,1.0,matilda,10.0454,2.68449,8.0,7.0,6,6
g0200.col,100.0,1687.0,0.340808,12.0,65.0,1.0,1.0,matilda,11.0687,2.90479,10.0,7.0,7,7
g0201.col,100.0,1805.0,0.364646,19.0,71.0,1.0,1.0,matilda,16.9187,3.16306,10.0,8.0,7,7
g0202.col,100.0,1767.0,0.35697,15.0,74.0,1.0,1.0,matilda,14.1779,2.63436,8.0,7.0,7,7
g0203.col,100.0,1694.0,0.342222,17.0,66.0,1.0,1.0,matilda,14.2878,2.55086,7.0,7.0,6,6
g0204.col,100.0,1612.0,0.325657,15.0,58.0,1.0,1.0,matilda,12.3044,2.44594,8.0,6.0,5,5
g0205.col,100.0,1621.0,0.327475,13.0,59.0,1.0,1.0,matilda,11.9822,2.45121,8.0,6.0,5,5
g0206.col,100.0,1618.0,0.326869,15.0,57.0,1.0,1.0,matilda,12.6138,2.47239,7.0,6.0,5,5
g0207.col,100.0,1651.0,0.333535,14.0,56.0,1.0,1.0,matilda,12.7604,2.46405,7.0,5.0,5,5
g0208.col,100.0,1669.0,0.337172,15.0,57.0,1.0,1.0,matilda,13.3099,2.43021,8.0,6.0,5,5
g0209.col,100.0,1653.0,0.333939,16.0,57.0,1.0,1.0,matilda,13.2755,2.45018,7.0,6.0,5,5
g0210.col,100.0,1674.0,0.338182,14.0,57.0,1.0,1.0,matilda,13.4302,2.45916,7.0,7.0,6,6
g0211.col,100.0,1641.0,0.331515,14.0,56.0,1.0,1.0,matilda,12.7724,2.42572,6.0,6.0,5,5
g0212.col,100.0,1723.0,0.348081,9.0,71.0,1.0,1.0,matilda,8.8303,2.81653,11.0,8.0,8,8
g0213.col,100.0,2466.0,0.498182,6.0,87.0,1.0,1.0,matilda,5.9834,2.89398,13.0,12.0,12,12
g0214.col,100.0,1271.0,0.256768,8.0,58.0,1.0,1.0,matilda,5.9598,3.07927,9.0,7.0,7,7
g0215.col,100.0,2510.0,0.507071,22.0,84.0,1.0,1.0,matilda,21.8802,3.03864,14.0,10.0,10,10
g0216.col,100.0,1272.0,0.25697,5.0,59.0,1.0,1.0,matilda,4.8815,2.61275,9.0,6.0,6,6
g0217.col,100.0,1683.0,0.34,16.0,76.0,1.0,1.0,matilda,13.4458,2.90041,9.0,8.0,7,7
g0218.col,100.0,1742.0,0.351919,12.0,60.0,1.0,1.0,matilda,11.669,2.96226,10.0,9.0,8,8
g0219.col,100.0,1502.0,0.303434,12.0,67.0,1.0,1.0,matilda,11.1131,2.81809,11.0,9.0,8,8
g0220.col,100.0,1958.0,0.395556,16.0,69.0,1.0,1.0,matilda,15.162,3.00799,10.0,9.0,7,7
g0221.col,100.0,1588.0,0.320808,8.0,77.0,1.0,1.0,matilda,7.8497,2.79916,9.0,9.0,8,8
g0222.col,100.0,1587.0,0.320606,9.0,79.0,1.0,1.0,matilda,8.8868,2.70163,10.0,8.0,7,7
g0223.col,100.0,1535.0,0.310101,13.0,53.0,1.0,1.0,matilda,9.478,2.66742,7.0,6.0,5,5
g0224.col,100.0,1752.0,0.353939,16.0,79.0,1.0,1.0,matilda,13.0445,2.78304,9.0,8.0,7,7
g0225.col,100.0,1751.0,0.353737,18.0,79.0,1.0,1.0,matilda,15.5812,2.82289,10.0,8.0,7,7
g0226.col,100.0,1697.0,0.342828,9.0,84.0,1.0,1.0,matilda,8.9188,2.812,9.0,7.0,7,7
g0227.col,100.0,1701.0,0.343636,15.0,77.0,1.0,1.0,matilda,14.4486,2.58801,9.0,7.0,7,7
g0228.col,100.0,1718.0,0.347071,13.0,88.0,1.0,1.0,matilda,12.5448,2.52356,9.0,6.0,6,6
g0229.col,100.0,1709.0,0.345253,15.0,78.0,1.0,1.0,matilda,13.6556,2.5331,9.0,7.0,7,7
g0230.col,100.0,1715.0,0.346465,17.0,90.0,1.0,1.0,matilda,13.6858,2.44321,7.0,7.0,7,7
g0231.col,100.0,1675.0,0.338384,15.0,78.0,1.0,1.0,matilda,12.6469,2.51861,9.0,7.0,7,7
g0232.col,100.0,1740.0,0.351515,18.0,81.0,1.0,1.0,matilda,14.0273,2.44532,8.0,7.0,7,7
g0233.col,100.0,1669.0,0.337172,15.0,76.0,1.0,1.0,matilda,12.7259,2.40095,8.0,7.0,7,7
g0234.col,100.0,1709.0,0.345253,17.0,83.0,1.0,1.0,matilda,13.8707,2.33276,10.0,8.0,8,8
g0235.col,100.0,1676.0,0.338586,14.0,82.0,1.0,1.0,matilda,11.8341,2.33244,9.0,7.0,7,7
g0236.col,100.0,1747.0,0.352929,20.0,89.0,1.0,1.0,matilda,14.4398,2.40392,10.0,7.0,7,7
g0237.col,100.0,1685.0,0.340404,17.0,77.0,1.0,1.0,matilda,12.7369,1.98492,6.0,6.0,6,6
g0238.col,100.0,1682.0,0.339798,17.0,77.0,1.0,1.0,matilda,12.7249,1.98366,6.0,6.0,6,6
g0239.col,100.0,1682.0,0.339798,17.0,77.0,1.0,1.0,matilda,12.725,1.98414,6.0,6.0,6,6
g0240.col,100.0,1681.0,0.339596,17.0,77.0,1.0,1.0,matilda,12.6719,1.98185,6.0,6.0,6,6
g0241.col,100.0,1684.0,0.340202,17.0,77.0,1.0,1.0,matilda,12.7321,1.98039,6.0,6.0,6,6
g0242.col,100.0,1683.0,0.34,17.0,77.0,1.0,1.0,matilda,12.7014,1.98198,6.0,6.0,6,6
g0243.col,100.0,1499.0,0.302828,10.0,44.0,1.0,1.0,matilda,4.2824,3.85667,13.0,13.0,11,11
g0244.col,100.0,1681.0,0.339596,16.0,77.0,1.0,1.0,matilda,12.573,1.9801,6.0,6.0,6,6
g0245.col,100.0,1706.0,0.344646,12.0,85.0,1.0,1.0,matilda,11.3681,3.17288,10.0,10.0,9,9
g0246.col,100.0,1690.0,0.341414,17.0,77.0,1.0,1.0,matilda,13.1524,2.00373,6.0,6.0,6,6
g0247.col,100.0,1682.0,0.339798,16.0,77.0,1.0,1.0,matilda,12.5493,1.98207,6.0,6.0,6,6
g0248.col,100.0,1687.0,0.340808,18.0,78.0,1.0,1.0,matilda,12.8822,1.98627,6.0,6.0,6,6
g0249.col,100.0,233.0,0.047071,1.0,9.0,1.0,1.0,matilda,0.5702,1.79811,100.0,4.0,3,3
g0250.col,100.0,1789.0,0.361414,19.0,63.0,1.0,1.0,matilda,15.4544,3.39448,9.0,6.0,6,6
g0251.col,100.0,1866.0,0.37697,19.0,74.0,1.0,1.0,matilda,17.4897,2.45754,8.0,6.0,6,6
g0252.col,100.0,1027.0,0.207475,6.0,56.0,1.0,1.0,matilda,5.8622,2.869,8.0,7.0,6,6
g0253.col,100.0,1324.0,0.267475,10.0,77.0,1.0,1.0,matilda,9.8613,1.91339,5.0,4.0,4,4
g0254.col,100.0,1369.0,0.276566,11.0,76.0,1.0,1.0,matilda,10.8275,1.92356,7.0,4.0,4,4
g0255.col,100.0,1527.0,0.308485,13.0,76.0,1.0,1.0,matilda,10.5395,2.19334,7.0,6.0,6,6
g0256.col,100.0,1366.0,0.27596,15.0,90.0,1.0,1.0,matilda,13.5686,3.49934,10.0,9.0,8,8
g0257.col,100.0,1395.0,0.281818,12.0,77.0,1.0,1.0,matilda,6.9233,2.01349,8.0,6.0,6,6
g0258.col,100.0,1282.0,0.25899,5.0,50.0,1.0,1.0,matilda,4.846,2.27035,6.0,5.0,5,5
g0259.col,100.0,3200.0,0.646465,38.0,92.0,1.0,1.0,matilda,37.7982,3.06292,13.0,10.0,10,10
g0260.col,100.0,1442.0,0.291313,8.0,53.0,1.0,1.0,matilda,7.1202,2.43246,6.0,5.0,5,5
g0261.col,100.0,1705.0,0.344444,13.0,61.0,1.0,1.0,matilda,10.6321,3.0765,10.0,8.0,8,8
g0262.col,100.0,1474.0,0.297778,0.0,64.0,2.0,1.0,matilda,0.0,2.83755,11.0,10.0,10,10
g0263.col,100.0,1144.0,0.231111,0.0,48.0,2.0,1.0,matilda,0.0,2.54669,7.0,6.0,5,5
g0264.col,100.0,1300.0,0.262626,4.0,60.0,1.0,1.0,matilda,3.9292,2.57794,8.0,7.0,6,6
g0265.col,100.0,1346.0,0.271919,8.0,62.0,1.0,1.0,matilda,7.6551,2.54587,7.0,6.0,5,5
g0266.col,100.0,1412.0,0.285253,3.0,65.0,1.0,1.0,matilda,2.9462,2.44937,8.0,7.0,6,6
g0267.col,100.0,1372.0,0.277172,5.0,65.0,1.0,1.0,matilda,4.8564,2.49156,7.0,7.0,6,6
g0268.col,100.0,1494.0,0.301818,7.0,70.0,1.0,1.0,matilda,6.9306,2.61194,8.0,7.0,6,6
g0269.col,100.0,1209.0,0.244242,2.0,53.0,1.0,1.0,matilda,1.9665,2.34701,7.0,7.0,5,5
g0270.col,100.0,1514.0,0.305859,9.0,67.0,1.0,1.0,matilda,8.4855,2.52762,8.0,6.0,6,6
g0271.col,100.0,1264.0,0.255354,5.0,63.0,1.0,1.0,matilda,4.7022,2.38157,6.0,6.0,6,6
g0272.col,100.0,1382.0,0.279192,5.0,59.0,1.0,1.0,matilda,4.5606,2.43372,7.0,5.0,5,5
g0273.col,100.0,1161.0,0.234545,6.0,62.0,1.0,1.0,matilda,2.9907,2.16202,9.0,5.0,5,5
g0274.col,100.0,1212.0,0.244848,5.0,56.0,1.0,1.0,matilda,3.3362,2.17493,7.0,4.0,4,4
g0275.col,100.0,1264.0,0.255354,7.0,65.0,1.0,1.0,matilda,4.8451,2.23757,9.0,6.0,6,6
g0276.col,100.0,1307.0,0.26404,5.0,59.0,1.0,1.0,matilda,4.5516,2.27122,7.0,5.0,5,5
g0277.col,100.0,1288.0,0.260202,3.0,62.0,1.0,1.0,matilda,2.8054,2.198,9.0,6.0,6,6
g0278.col,100.0,1281.0,0.258788,4.0,76.0,1.0,1.0,matilda,3.8308,2.1578,7.0,6.0,6,6
g0279.col,100.0,1336.0,0.269899,8.0,70.0,1.0,1.0,matilda,5.1514,2.17953,7.0,6.0,6,6
g0280.col,100.0,1315.0,0.265657,5.0,62.0,1.0,1.0,matilda,4.2023,2.0316,7.0,6.0,5,5
g0281.col,100.0,1287.0,0.26,5.0,67.0,1.0,1.0,matilda,3.8722,2.03604,7.0,5.0,5,5
g0282.col,100.0,1338.0,0.270303,5.0,63.0,1.0,1.0,matilda,4.6297,1.96102,7.0,5.0,5,5
g0283.col,100.0,1337.0,0.270101,5.0,60.0,1.0,1.0,matilda,4.4967,1.95197,7.0,6.0,5,5
g0284.col,100.0,1329.0,0.268485,5.0,62.0,1.0,1.0,matilda,4.3253,1.95406,6.0,7.0,5,5
g0285.col,100.0,1317.0,0.266061,5.0,62.0,1.0,1.0,matilda,4.2383,1.94467,7.0,6.0,5,5
g0286.col,100.0,1319.0,0.266465,7.0,61.0,1.0,1.0,matilda,4.443,1.87866,6.0,5.0,5,5
g0287.col,100.0,1322.0,0.267071,5.0,60.0,1.0,1.0,matilda,4.2458,1.92417,7.0,6.0,5,5
g0288.col,100.0,1316.0,0.265859,7.0,59.0,1.0,1.0,matilda,3.9684,1.94987,6.0,6.0,5,5
g0289.col,100.0,1303.0,0.263232,6.0,59.0,1.0,1.0,matilda,4.3827,1.8915,8.0,5.0,5,5
g0290.col,100.0,1315.0,0.265657,5.0,62.0,1.0,1.0,matilda,4.229,1.88243,6.0,6.0,5,5
g0291.col,100.0,1337.0,0.270101,7.0,64.0,1.0,1.0,matilda,4.6581,1.88072,6.0,5.0,5,5
g0292.col,100.0,1329.0,0.268485,7.0,69.0,1.0,1.0,matilda,4.6867,1.83921,7.0,6.0,5,5
g0293.col,100.0,1319.0,0.266465,5.0,63.0,1.0,1.0,matilda,4.1343,1.85516,7.0,5.0,5,5
g0294.col,100.0,1387.0,0.280202,7.0,71.0,1.0,1.0,matilda,4.9653,1.85099,7.0,6.0,6,6
g0295.col,100.0,1300.0,0.262626,4.0,60.0,1.0,1.0,matilda,3.9292,2.57794,8.0,7.0,6,6
g0296.col,100.0,993.0,0.200606,8.0,33.0,1.0,1.0,matilda,7.6153,3.41761,9.0,9.0,7,7
g0297.col,100.0,1884.0,0.380606,12.0,81.0,1.0,1.0,matilda,11.9155,2.759,11.0,10.0,8,8
g0298.col,100.0,1723.0,0.348081,16.0,83.0,1.0,1.0,matilda,14.6241,2.16203,8.0,7.0,7,7
g0299.col,100.0,1408.0,0.284444,5.0,64.0,1.0,1.0,matilda,4.8667,2.17111,7.0,6.0,6,6
g0300.col,100.0,1472.0,0.297374,1.0,67.0,1.0,1.0,matilda,0.953,2.27587,8.0,6.0,6,6
g0301.col,100.0,1265.0,0.255556,6.0,63.0,1.0,1.0,matilda,5.5313,2.11638,7.0,5.0,5,5
g0302.col,100.0,1320.0,0.266667,5.0,70.0,1.0,1.0,matilda,4.8188,2.08941,6.0,6.0,6,6
g0303.col,100.0,1358.0,0.274343,2.0,76.0,1.0,1.0,matilda,1.9177,2.06097,8.0,7.0,7,7
g0304.col,100.0,1260.0,0.254545,5.0,63.0,1.0,1.0,matilda,4.388,2.04225,7.0,5.0,5,5
g0305.col,100.0,1336.0,0.269899,5.0,64.0,1.0,1.0,matilda,4.5045,1.95766,7.0,6.0,5,5
g0306.col,100.0,1276.0,0.257778,8.0,71.0,1.0,1.0,matilda,6.041,2.02717,6.0,5.0,5,5
g0307.col,100.0,1294.0,0.261414,8.0,70.0,1.0,1.0,matilda,5.8045,1.9985,6.0,5.0,5,5
g0308.col,100.0,1338.0,0.270303,5.0,64.0,1.0,1.0,matilda,4.4706,1.94076,7.0,6.0,5,5
g0309.col,100.0,1381.0,0.27899,6.0,72.0,1.0,1.0,matilda,5.5316,1.97636,7.0,5.0,5,5
g0310.col,100.0,1426.0,0.288081,6.0,73.0,1.0,1.0,matilda,5.3605,1.97865,7.0,6.0,6,6
g0311.col,100.0,1340.0,0.270707,8.0,66.0,1.0,1.0,matilda,3.9388,1.84722,7.0,5.0,5,5
g0312.col,100.0,1379.0,0.278586,8.0,66.0,1.0,1.0,matilda,4.4715,1.90665,8.0,5.0,5,5
g0313.col,100.0,1297.0,0.26202,7.0,70.0,1.0,1.0,matilda,3.1655,1.89815,6.0,6.0,5,5
g0314.col,100.0,1355.0,0.273737,5.0,69.0,1.0,1.0,matilda,4.8653,1.9381,8.0,6.0,5,5
g0315.col,100.0,1362.0,0.275152,6.0,70.0,1.0,1.0,matilda,4.9423,1.88983,5.0,6.0,5,5
g0316.col,100.0,1313.0,0.265253,6.0,59.0,1.0,1.0,matilda,3.9566,1.90687,6.0,5.0,5,5
g0317.col,100.0,1373.0,0.277374,6.0,69.0,1.0,1.0,matilda,5.31,1.92988,7.0,5.0,5,5
g0318.col,100.0,1396.0,0.28202,5.0,69.0,1.0,1.0,matilda,4.8169,1.85882,6.0,5.0,5,5
g0319.col,100.0,1376.0,0.27798,8.0,71.0,1.0,1.0,matilda,4.8836,1.84977,7.0,6.0,6,6
g0320.col,100.0,1397.0,0.282222,4.0,70.0,1.0,1.0,matilda,3.9533,1.83728,6.0,5.0,5,5
g0321.col,100.0,1409.0,0.284646,5.0,72.0,1.0,1.0,matilda,4.9101,1.83122,6.0,5.0,5,5
g0322.col,100.0,1427.0,0.288283,5.0,72.0,1.0,1.0,matilda,4.8927,1.80381,6.0,5.0,5,5
g0323.col,100.0,1124.0,0.227071,13.0,53.0,1.0,1.0,matilda,11.4785,3.67702,10.0,9.0,8,8
g0324.col,100.0,1902.0,0.384242,21.0,74.0,1.0,1.0,matilda,20.3841,3.82195,11.0,9.0,8,8
g0325.col,100.0,1371.0,0.27697,7.0,71.0,1.0,1.0,matilda,4.4529,2.25543,10.0,7.0,7,7
g0326.col,100.0,1367.0,0.276162,10.0,59.0,1.0,1.0,matilda,9.4311,3.78295,13.0,10.0,9,10
g0327.col,100.0,880.0,0.177778,0.0,41.0,2.0,1.0,matilda,0.0,2.93819,8.0,7.0,7,7
g0328.col,100.0,1126.0,0.227475,5.0,61.0,1.0,1.0,matilda,4.7841,2.22657,8.0,5.0,5,5
g0329.col,100.0,1017.0,0.205455,5.0,42.0,1.0,1.0,matilda,4.2546,2.50211,8.0,5.0,5,5
g0330.col,100.0,967.0,0.195354,1.0,47.0,1.0,1.0,matilda,0.9871,2.17146,6.0,4.0,4,4
g0331.col,100.0,1094.0,0.22101,4.0,51.0,1.0,1.0,matilda,3.8448,2.31431,7.0,6.0,5,5
g0332.col,100.0,1376.0,0.27798,12.0,59.0,1.0,1.0,matilda,5.9,2.54296,8.0,6.0,6,6
g0333.col,100.0,1193.0,0.24101,8.0,52.0,1.0,1.0,matilda,5.2118,2.42159,7.0,6.0,6,6
g0334.col,100.0,1350.0,0.272727,5.0,66.0,1.0,1.0,matilda,4.9009,2.26734,6.0,5.0,5,5
g0335.col,100.0,1315.0,0.265657,5.0,67.0,1.0,1.0,matilda,4.8489,2.10563,8.0,6.0,6,6
g0336.col,100.0,1347.0,0.272121,8.0,69.0,1.0,1.0,matilda,5.5945,2.19915,7.0,6.0,5,5
g0337.col,100.0,1352.0,0.273131,2.0,68.0,1.0,1.0,matilda,1.9351,2.10546,8.0,5.0,5,5
g0338.col,100.0,1287.0,0.26,4.0,55.0,1.0,1.0,matilda,3.8623,2.06707,7.0,5.0,5,5
g0339.col,100.0,1278.0,0.258182,3.0,70.0,1.0,1.0,matilda,2.9849,2.18629,7.0,6.0,5,5
g0340.col,100.0,1234.0,0.249293,5.0,68.0,1.0,1.0,matilda,4.6945,1.96313,6.0,4.0,4,4
g0341.col,100.0,1216.0,0.245657,4.0,62.0,1.0,1.0,matilda,3.917,1.91645,5.0,5.0,5,5
g0342.col,100.0,3990.0,0.806061,69.0,91.0,1.0,1.0,matilda,67.1516,4.14888,32.0,34.0,29,29
g0343.col,100.0,2219.0,0.448283,11.0,63.0,1.0,1.0,matilda,8.3911,4.16773,18.0,20.0,16,16
g0344.col,100.0,1767.0,0.35697,13.0,63.0,1.0,1.0,matilda,12.6596,4.0564,10.0,8.0,8,8
g0345.col,100.0,1389.0,0.280606,1.0,60.0,1.0,1.0,matilda,0.9738,2.73664,8.0,8.0,8,8
g0346.col,100.0,1649.0,0.333131,9.0,62.0,1.0,1.0,matilda,8.7581,2.40069,10.0,6.0,6,6
g0347.col,100.0,1302.0,0.26303,3.0,52.0,1.0,1.0,matilda,2.7879,2.90867,7.0,6.0,6,6
g0348.col,100.0,1041.0,0.210303,1.0,61.0,1.0,1.0,matilda,0.9766,2.72323,10.0,7.0,7,7
g0349.col,100.0,1449.0,0.292727,3.0,64.0,1.0,1.0,matilda,2.9727,2.45303,8.0,6.0,5,5
g0350.col,100.0,1362.0,0.275152,9.0,72.0,1.0,1.0,matilda,8.7717,2.5792,7.0,7.0,6,6
g0351.col,100.0,1322.0,0.267071,8.0,70.0,1.0,1.0,matilda,5.9853,1.88188,7.0,5.0,5,5
g0352.col,100.0,1361.0,0.274949,6.0,70.0,1.0,1.0,matilda,5.8917,1.82898,7.0,4.0,4,4
g0353.col,100.0,1697.0,0.342828,9.0,84.0,1.0,1.0,matilda,8.9188,2.812,9.0,7.0,7,7
g0354.col,100.0,1501.0,0.303232,10.0,56.0,1.0,1.0,matilda,7.4264,2.31,7.0,5.0,5,5
g0355.col,100.0,2157.0,0.435758,15.0,81.0,1.0,1.0,matilda,13.7123,2.93092,10.0,9.0,8,8
g0356.col,100.0,2260.0,0.456566,16.0,77.0,1.0,1.0,matilda,15.7614,2.92207,9.0,8.0,8,8
g0357.col,100.0,1968.0,0.397576,12.0,90.0,1.0,1.0,matilda,11.8723,2.60356,9.0,8.0,8,8
g0358.col,100.0,2416.0,0.488081,27.0,79.0,1.0,1.0,matilda,25.5703,2.66282,8.0,7.0,7,7
g0359.col,100.0,2252.0,0.454949,23.0,77.0,1.0,1.0,matilda,21.9491,2.58512,9.0,7.0,7,7
g0360.col,100.0,2361.0,0.47697,18.0,78.0,1.0,1.0,matilda,17.8255,2.58808,10.0,7.0,7,7
g0361.col,100.0,2358.0,0.476364,21.0,80.0,1.0,1.0,matilda,20.9258,2.61551,8.0,8.0,7,7
g0362.col,100.0,2227.0,0.449899,23.0,79.0,1.0,1.0,matilda,22.8606,2.46762,11.0,8.0,7,7
g0363.col,100.0,1972.0,0.398384,20.0,80.0,1.0,1.0,matilda,19.611,2.14986,8.0,6.0,6,6
g0364.col,100.0,2346.0,0.473939,24.0,80.0,1.0,1.0,matilda,23.9211,2.4403,9.0,7.0,7,7
g0365.col,100.0,1955.0,0.394949,21.0,81.0,1.0,1.0,matilda,20.8712,2.2499,10.0,7.0,7,7
g0366.col,100.0,1991.0,0.402222,22.0,79.0,1.0,1.0,matilda,20.8435,2.56268,8.0,7.0,7,7
g0367.col,100.0,2218.0,0.448081,23.0,83.0,1.0,1.0,matilda,22.802,2.28313,8.0,8.0,8,8
g0368.col,100.0,2132.0,0.430707,22.0,87.0,1.0,1.0,matilda,21.8637,2.16809,9.0,8.0,8,8
g0369.col,100.0,2138.0,0.431919,23.0,79.0,1.0,1.0,matilda,22.9638,2.20495,9.0,7.0,7,7
g0370.col,100.0,2061.0,0.416364,21.0,78.0,1.0,1.0,matilda,20.9649,2.09113,7.0,7.0,7,7
g0371.col,100.0,2115.0,0.427273,21.0,79.0,1.0,1.0,matilda,20.9428,2.15398,9.0,7.0,7,7
g0372.col,100.0,2102.0,0.424646,21.0,80.0,1.0,1.0,matilda,20.9745,2.02831,8.0,7.0,7,7
g0373.col,100.0,2164.0,0.437172,22.0,89.0,1.0,1.0,matilda,21.9771,2.12362,9.0,7.0,7,7
g0374.col,100.0,2066.0,0.417374,21.0,78.0,1.0,1.0,matilda,20.9737,2.01882,8.0,7.0,7,7
g0375.col,100.0,2090.0,0.422222,22.0,78.0,1.0,1.0,matilda,21.9801,1.92841,8.0,8.0,8,8
g0376.col,100.0,2011.0,0.406263,21.0,83.0,1.0,1.0,matilda,20.9774,1.9814,8.0,8.0,8,8
g0377.col,100.0,2008.0,0.405657,23.0,77.0,1.0,1.0,matilda,22.9158,1.88116,8.0,6.0,6,6
g0378.col,100.0,1989.0,0.401818,22.0,78.0,1.0,1.0,matilda,21.9625,1.87563,8.0,6.0,6,6
g0379.col,100.0,2039.0,0.411919,22.0,78.0,1.0,1.0,matilda,21.9543,1.85363,7.0,6.0,6,6
g0380.col,100.0,1992.0,0.402424,22.0,78.0,1.0,1.0,matilda,21.9856,1.75893,7.0,6.0,6,6
g0381.col,100.0,1995.0,0.40303,22.0,78.0,1.0,1.0,matilda,21.9625,1.91098,7.0,6.0,6,6
g0382.col,100.0,1978.0,0.399596,23.0,78.0,1.0,1.0,matilda,22.87,1.81063,7.0,6.0,6,6
g0383.col,100.0,2028.0,0.409697,22.0,78.0,1.0,1.0,matilda,21.9824,1.78503,6.0,6.0,6,6
g0384.col,100.0,1999.0,0.403838,22.0,78.0,1.0,1.0,matilda,21.9846,1.82928,7.0,6.0,6,6
g0385.col,100.0,2016.0,0.407273,23.0,78.0,1.0,1.0,matilda,22.9797,1.73127,7.0,6.0,6,6
g0386.col,100.0,2016.0,0.407273,23.0,78.0,1.0,1.0,matilda,22.9784,1.74852,8.0,6.0,6,6
g0387.col,100.0,1987.0,0.401414,23.0,79.0,1.0,1.0,matilda,22.9798,1.69096,8.0,6.0,6,6
g0388.col,100.0,3348.0,0.676364,39.0,83.0,1.0,1.0,matilda,35.9196,4.29406,27.0,28.0,25,25
g0389.col,100.0,3310.0,0.668687,40.0,90.0,1.0,1.0,matilda,34.4324,3.71226,28.0,30.0,25,25
g0390.col,100.0,3019.0,0.609899,34.0,77.0,1.0,1.0,matilda,33.8377,3.22869,10.0,8.0,8,8
g0391.col,100.0,2170.0,0.438384,5.0,75.0,1.0,1.0,matilda,4.9806,2.49141,10.0,6.0,6,6
g0392.col,100.0,1867.0,0.377172,15.0,80.0,1.0,1.0,matilda,14.8065,2.0434,9.0,7.0,7,7
